s.no.,name,Company-Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_type,Mileage,Engine,power,seats,New_price,Price,Depreciation_percent
1581,"Volkswagen Jetta 2012-2014 2.0L TDI Comfortline",Volkswagen,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968,138.1,5,,6.5,NULL
1582,"Skoda Yeti Elegance",Skoda,Chennai,2011,79000,Diesel,Manual,First,17.67,1968,138.08,5,,7.5,NULL
1583,"Audi Q7 45 TDI Quattro Premium Plus",Audi,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967,245,7,91.38,72.94,20.179470343620046
1584,"Toyota Fortuner 3.0 Diesel",Toyota,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982,171,7,,11,NULL
1585,"Maruti Wagon R VXI Minor ABS",Maruti,Kochi,2013,36716,Petrol,Manual,First,18.9,1061,67,5,,3.02,NULL
1586,"Hyundai EON Era",Hyundai,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814,55.2,5,,3.32,NULL
1587,"Honda Brio S MT",Honda,Delhi,2013,33000,Petrol,Manual,First,19.4,1198,86.8,5,,3.24,NULL
1588,"Maruti Alto 800 VXI",Maruti,Kolkata,2015,11110,Petrol,Manual,First,22.74,796,47.3,5,,2.35,NULL
1589,"Mahindra Bolero ZLX",Mahindra,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523,62.1,7,11.15,5.5,50.672645739910315
1590,"Honda City i VTEC SV",Honda,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497,117.3,5,,6.75,NULL
1591,"Skoda Rapid 1.6 MPI Elegance Black Package",Skoda,Mumbai,2015,19600,Petrol,Manual,First,15,1598,103.52,5,,6.15,NULL
1592,"Maruti Swift VVT VXI",Maruti,Pune,2016,27755,Petrol,Manual,First,22,1197,81.8,5,,5.45,NULL
1593,"Hyundai EON Magna Plus",Hyundai,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814,55.2,5,,2.3,NULL
1594,"Maruti Swift Dzire ZXI",Maruti,Kochi,2015,24782,Petrol,Manual,First,20.85,1197,83.14,5,,6.21,NULL
1595,"Nissan Micra XV CVT",Nissan,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198,76,5,,5.21,NULL
1596,"Audi Q7 4.2 FSI quattro",Audi,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134,250,7,,11.99,NULL
1597,"Maruti Swift Vdi BSIII",Maruti,Pune,2010,135000,Diesel,Manual,First,17.8,1248,75,5,,3.1,NULL
1598,"Tata Xenon XT EX 4X2",Tata,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179,138.03,5,,7.5,NULL
1599,"Volkswagen Polo 1.5 TDI Comfortline",Volkswagen,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498,88.8,5,,4,NULL
1600,"Honda City i VTEC SV",Honda,Kochi,2016,36367,Petrol,Manual,First,17.8,1497,117.3,5,,7.73,NULL
1601,"Honda City i VTEC V",Honda,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497,117.3,5,,7.8,NULL
1602,"Maruti 800 AC BSIII",Maruti,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796,37,4,,1.3,NULL
1603,"Volkswagen Polo 1.5 TDI Trendline",Volkswagen,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498,88.8,5,,4.42,NULL
1604,"Chevrolet Captiva LTZ VCDi",Chevrolet,Pune,2009,89000,Diesel,Automatic,First,12.5,1991,147.9,7,,4,NULL
1605,"Mahindra XUV500 W10 2WD",Mahindra,Kolkata,2016,54000,Diesel,Manual,First,16,2179,140,7,,13,NULL
1606,"Honda Amaze VX i-DTEC",Honda,Kochi,2015,61691,Diesel,Manual,First,25.8,1498,98.6,5,,5.38,NULL
1607,"Hyundai i20 1.2 Sportz Option",Hyundai,Chennai,2011,32200,Petrol,Manual,Second,17,1197,80,5,,3.25,NULL
1608,"Maruti Wagon R AMT VXI",Maruti,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998,67,5,,3.87,NULL
1609,"Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",Volkswagen,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968,138.03,5,,8.25,NULL
1610,"Maruti Ciaz 1.4 Zeta",Maruti,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373,91.1,5,,9.28,NULL
1611,"Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV",Mahindra,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179,120,7,,6.25,NULL
1612,"Chevrolet Aveo U-VA 1.2 LS",Chevrolet,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150,74.9,5,,1.15,NULL
1613,"Maruti Ciaz ZXi Option",Maruti,Kochi,2016,40347,Petrol,Manual,First,20.73,1373,91.2,5,,7.8,NULL
1614,"Hyundai i20 1.4 CRDi Asta",Hyundai,Hyderabad,2012,60788,Diesel,Manual,First,23,1396,90,5,,4.5,NULL
1615,"Honda Jazz 1.2 SV i VTEC",Honda,Kochi,2018,18664,Petrol,Manual,First,18.7,1199,88.7,5,,7.56,NULL
1616,"Mahindra XUV500 W10 2WD",Mahindra,Coimbatore,2017,57847,Diesel,Manual,First,16,2179,140,7,,16.08,NULL
1617,"Hyundai i20 1.2 Sportz",Hyundai,Bangalore,2012,52237,Petrol,Manual,First,17,1197,80,5,,4.5,NULL
1618,"Hyundai Verna 1.6 SX",Hyundai,Chennai,2012,128000,Diesel,Manual,First,22.32,1582,126.32,5,,5,NULL
1619,"Hyundai i10 Era 1.1",Hyundai,Delhi,2011,54000,Petrol,Manual,First,19.81,1086,68.05,5,,2.2,NULL
1620,"Maruti Celerio VXI AT",Maruti,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998,67.04,5,,4,NULL
1621,"Skoda Fabia 1.2 TDI Ambition",Skoda,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199,73.9,5,,2.51,NULL
1622,"Maruti Swift VDI BSIV",Maruti,Delhi,2015,60095,Diesel,Manual,First,25.2,1248,74,5,,4.75,NULL
1623,"Hyundai i10 Magna(O) with Sun Roof",Hyundai,Pune,2008,68000,Petrol,Manual,Second,16,1086,66.7,5,,2,NULL
1624,"Hyundai i10 Magna 1.2",Hyundai,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197,78.9,5,,2.1,NULL
1625,"Ford Ecosport 1.5 Ti VCT AT Titanium",Ford,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499,110,5,,6.25,NULL
1626,"Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde",Mercedes-Benz,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987,210,5,,10.6,NULL
1627,"Maruti Swift VDI BSIV",Maruti,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248,74,5,,6,NULL
1628,"Maruti 800 Std BSIII",Maruti,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796,37,4,,0.45,NULL
1629,"Maruti Swift Lxi BSIII",Maruti,Pune,2010,54898,Petrol,Manual,Third,16.1,1298,88.2,5,,2.5,NULL
1630,"Hyundai Creta 1.6 SX Plus Dual Tone Petrol",Hyundai,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591,121.3,5,,12.75,NULL
1631,"BMW X1 M Sport sDrive 20d",BMW,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995,190,5,50.97,30.29,40.572886011379246
1632,"Ford Ikon 1.3 Flair",Ford,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299,70,5,,1.6,NULL
1633,"Ford Ecosport 1.5 DV5 MT Titanium Optional",Ford,Kochi,2017,75445,Diesel,Manual,First,22.7,1498,89.84,5,,7.54,NULL
1634,"Maruti Ciaz VXi Plus",Maruti,Kochi,2015,46601,Petrol,Manual,First,20.73,1373,91.1,5,,6.84,NULL
1635,"Volkswagen Passat Diesel Highline 2.0 TDI",Volkswagen,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5,,6,NULL
1636,"Honda Jazz 1.5 VX i DTEC",Honda,Pune,2017,27000,Diesel,Manual,First,27.3,1498,98.6,5,,8,NULL
1637,"Audi A4 35 TDI Premium",Audi,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5,,24.74,NULL
1638,"Hyundai Grand i10 CRDi Sportz Celebration Edition",Hyundai,Kochi,2017,34429,Diesel,Manual,First,24,1120,70,5,,5.5,NULL
1639,"Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury",Mercedes-Benz,Delhi,2013,46000,Diesel,Automatic,First,12,2987,224,7,,36,NULL
1640,"Toyota Innova 2.5 G (Diesel) 7 Seater",Toyota,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494,100.6,7,,11.79,NULL
1641,"Nissan Sunny 2011-2014 XL",Nissan,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498,97.7,5,,3,NULL
1642,"Skoda Laura Ambiente 2.0 TDI CR AT",Skoda,Bangalore,2011,94821,Diesel,Automatic,Second,20,1968,138.1,5,,6.75,NULL
1643,"Chevrolet Aveo 1.4 LS",Chevrolet,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399,92.7,5,,1.4,NULL
1644,"Honda Mobilio V i DTEC",Honda,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498,98.6,7,,5.75,NULL
1645,"Maruti Ritz VDi",Maruti,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248,73.9,5,,3.4,NULL
1646,"Volkswagen Polo Petrol Highline 1.2L",Volkswagen,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198,73.9,5,,4.89,NULL
1647,"Nissan Terrano XL",Nissan,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598,102.5,5,,4.95,NULL
1648,"Maruti A-Star AT Vxi Aktiv",Maruti,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998,66.1,5,,3.49,NULL
1649,"Toyota Etios Liva GD",Toyota,Pune,2011,32000,Diesel,Manual,First,23.59,1364,NULL,5,,3.85,NULL
1650,"Honda City 1.5 S MT",Honda,Pune,2014,43772,Petrol,Manual,First,17,1497,118,5,,6.35,NULL
1651,"Hyundai Grand i10 AT Asta",Hyundai,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197,82,5,,7.08,NULL
1652,"Jaguar XE 2.0L Diesel Prestige",Jaguar,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999,177,5,53.41,38,28.85227485489608
1653,"Mahindra Scorpio VLX",Mahindra,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179,120,8,,6.25,NULL
1654,"Mercedes-Benz New C-Class C 200 Kompressor Elegance AT",Mercedes-Benz,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796,186,5,,10.15,NULL
1655,"Skoda Superb Elegance 1.8 TSI AT",Skoda,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5,,10.75,NULL
1656,"Chevrolet Cruze LTZ AT",Chevrolet,Pune,2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4,,4.65,NULL
1657,"Mahindra Scorpio VLX",Mahindra,Delhi,2010,61001,Diesel,Manual,First,12.05,2179,120,8,,4.75,NULL
1658,"Hyundai Verna 1.6 SX VTVT (O)",Hyundai,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5,,7.78,NULL
1659,"Hyundai i20 1.4 Asta CRDi with AVN",Hyundai,Hyderabad,2016,77076,Diesel,Manual,First,23,1396,90,5,,6.75,NULL
1660,"Honda City ZX CVT",Honda,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497,78,5,,2.99,NULL
1661,"Hyundai i10 Magna",Hyundai,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5,,2.35,NULL
1662,"Honda Amaze S i-Dtech",Honda,Delhi,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5,,3.65,NULL
1663,"Maruti Wagon R LXI",Maruti,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5,4.59,2.74,40.30501089324618
1664,"Honda Brio S MT",Honda,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5,,3.5,NULL
1665,"Hyundai i20 1.2 Sportz Option",Hyundai,Kochi,2014,55804,Petrol,Manual,First,17,1197,80,5,,4.76,NULL
1666,"Volkswagen Vento 2013-2015 1.6 Comfortline",Volkswagen,Kochi,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,,6.2,NULL
1667,"Skoda Octavia Rider 1.9 TDI MT",Skoda,Pune,2008,82000,Diesel,Manual,Second,18.7,1896,66,5,,2.35,NULL
1668,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde",Mercedes-Benz,Mumbai,2014,52000,Diesel,Automatic,First,13,2143,204,5,,24.5,NULL
1669,"Renault Duster Petrol RxL",Renault,Pune,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5,,6,NULL
1670,"Hyundai EON Sportz",Hyundai,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814,55.2,5,,3.65,NULL
1671,"Maruti Swift VXI",Maruti,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,,6.26,NULL
1672,"Nissan Micra Diesel",Nissan,Jaipur,2011,80000,Diesel,Manual,Second,19.5,1461,NULL,5,,2.1,NULL
1673,"Audi Q5 3.0 TDI Quattro Technology",Audi,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5,,32.95,NULL
1674,"Hyundai i20 1.2 Spotz",Hyundai,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,,7.8,NULL
1675,"Honda Brio S MT",Honda,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5,,4.25,NULL
1676,"Maruti Swift Dzire ZXi",Maruti,Kochi,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5,,4.86,NULL
1677,"Hyundai Grand i10 1.2 Kappa Magna",Hyundai,Delhi,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5,6.54,4.9,25.076452599388375
1678,"Mahindra Xylo E8 ABS BS IV",Mahindra,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498,112,8,,7.06,NULL
1679,"Volkswagen Polo GTI",Volkswagen,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798,189,4,,4.5,NULL
1680,"Maruti Alto K10 VXI",Maruti,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5,4.7,3.22,31.48936170212766
1681,"Volkswagen Polo Diesel Comfortline 1.2L",Volkswagen,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5,,3.25,NULL
1682,"Hyundai Grand i10 Sportz",Hyundai,Delhi,2016,81605,Petrol,Manual,First,18.9,1197,82,5,,4.53,NULL
1683,"Mercedes-Benz New C-Class C 220 CDI Elegance AT",Mercedes-Benz,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143,170,5,,34.78,NULL
1684,"Hyundai Verna 1.6 SX VTVT AT",Hyundai,Pune,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,,6.5,NULL
1685,"Fiat Punto EVO 1.2 Emotion",Fiat,Chennai,2010,72204,Petrol,Manual,First,15.7,1172,67,5,,2.25,NULL
1686,"Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV",Toyota,Pune,2011,156347,Diesel,Manual,Second,12.99,2494,100,8,,8,NULL
1687,"Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT",Mahindra,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493,100,7,,8.37,NULL
1688,"Volkswagen Polo 1.5 TDI Comfortline",Volkswagen,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5,,5.39,NULL
1689,"BMW 5 Series 520d Luxury Line",BMW,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995,190,5,67.87,37.3,45.0419920436128
1690,"Mercedes-Benz GLE 350d",Mercedes-Benz,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,70.8,25.57552822453485
1691,"Mercedes-Benz M-Class ML 350 CDI",Mercedes-Benz,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5,,22.25,NULL
1692,"Hyundai Grand i10 1.2 Kappa Sportz",Hyundai,Kochi,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5,6.62,6.03,8.912386706948638
1693,"Skoda Superb Elegance 1.8 TSI AT",Skoda,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5,,4.9,NULL
1694,"Hyundai i10 Sportz AT",Hyundai,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5,,3.96,NULL
1695,"Hyundai i20 1.4 CRDi Asta",Hyundai,Hyderabad,2011,113562,Diesel,Manual,First,23,1396,90,5,,4.6,NULL
1696,"Mahindra Scorpio VLX",Mahindra,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179,120,8,,5.5,NULL
1697,"Honda Brio V MT",Honda,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5,,3.25,NULL
1698,"Hyundai i20 1.2 Magna Executive",Hyundai,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,,6.25,NULL
1699,"Ford Endeavour 4x2 XLT Limited Edition",Ford,Pune,2007,90000,Diesel,Manual,"Fourth & Above",10.9,2499,143,7,,3,NULL
1700,"Hyundai Verna CRDi SX",Hyundai,Chennai,2011,108242,Diesel,Manual,First,16.8,1493,110,5,,4.25,NULL
1701,"Toyota Fortuner 3.0 Diesel",Toyota,Pune,2011,146300,Diesel,Manual,First,11.5,2982,171,7,,12.25,NULL
1702,"BMW X1 sDrive20d",BMW,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995,184,5,,10.95,NULL
1703,"Toyota Fortuner 4x2 AT",Toyota,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7,,16.5,NULL
1704,"Honda Amaze V CVT Petrol",Honda,Pune,2018,1700,Petrol,Automatic,First,19,1199,88.76,5,9.44,7.8,17.3728813559322
1705,"Hyundai i10 Era 1.1",Hyundai,Kochi,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5,,3.7,NULL
1706,"Hyundai i20 1.2 Sportz",Hyundai,Hyderabad,2012,58000,Petrol,Manual,First,17,1197,80,5,,4,NULL
1707,"BMW 3 Series 320d GT Luxury Line",BMW,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5,,26.75,NULL
1708,"Audi Q3 35 TDI Quattro Premium Plus",Audi,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181,5,48.64,28.03,42.37253289473684
1709,"Maruti Swift VXI Optional",Maruti,Kochi,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5,,5.44,NULL
1710,"Maruti Baleno Delta Automatic",Maruti,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5,,6.2,NULL
1711,"Hyundai Accent GLE",Hyundai,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94,5,,0.9,NULL
1712,"Maruti Ritz LXi",Maruti,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,,3.95,NULL
1713,"Tata Nano Lx",Tata,Pune,2011,65000,Petrol,Manual,Second,26,624,35,4,,0.44,NULL
1714,"Ford Figo Diesel EXI",Ford,Ahmedabad,2012,55005,Diesel,Manual,First,20,1399,68,5,,2.75,NULL
1715,"Volkswagen Passat Diesel Highline 2.0 TDI",Volkswagen,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,,7.5,NULL
1716,"Fiat Linea Emotion Pack (Diesel)",Fiat,Chennai,2010,160000,Diesel,Manual,Second,19,1248,93,5,,2.5,NULL
1717,"Mahindra Xylo D4",Mahindra,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,11.69,5,57.22840034217279
1718,"Maruti Wagon R VXI",Maruti,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5,,3.6,NULL
1719,"Toyota Etios G Safety",Toyota,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,,3.99,NULL
1720,"Hyundai Grand i10 Sportz",Hyundai,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82,5,,5.64,NULL
1721,"Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV",Toyota,Pune,2014,160000,Diesel,Manual,First,12.99,2494,100,8,,12,NULL
1722,"Tata Indica V2 DLS TC",Tata,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405,62,5,,0.7,NULL
1723,"BMW 3 Series 320d Sport Line",BMW,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184,5,,19,NULL
1724,"Ford Endeavour 3.2 Titanium AT 4X4",Ford,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198,197,7,,30.48,NULL
1725,"Maruti Ciaz Zeta",Maruti,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,11.11,8.2,26.192619261926197
1726,"Ford Figo 1.5D Titanium Plus MT",Ford,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498,99,5,,7.55,NULL
1727,"Chevrolet Aveo U-VA 1.2 LS",Chevrolet,Pune,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5,,0.99,NULL
1728,"Honda City 1.5 V AT",Honda,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497,118,5,,4.15,NULL
1729,"Nissan Sunny XL",Nissan,Chennai,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,,6.2,NULL
1730,"Maruti Swift Dzire VXI",Maruti,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,,4.4,NULL
1731,"Ford Figo Diesel Titanium",Ford,Kolkata,2012,60000,Diesel,Manual,First,20,1399,68,5,,2.1,NULL
1732,"Fiat Grande Punto 1.3 Emotion (Diesel)",Fiat,Jaipur,2011,130000,Diesel,Manual,First,20.3,1248,75,5,,2.2,NULL
1733,"Hyundai Elite i20 Petrol Asta",Hyundai,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,,8.34,NULL
1734,"Maruti Swift Dzire VDI",Maruti,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248,74,5,,4.35,NULL
1735,"Ford Ecosport 1.5 DV5 MT Titanium",Ford,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,,6.8,NULL
1736,"Maruti Swift Dzire VDi",Maruti,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,,3.3,NULL
1737,"Hyundai Grand i10 Sportz",Hyundai,Kochi,2016,19947,Petrol,Manual,First,18.9,1197,82,5,,5.04,NULL
1738,"Ford Endeavour 3.0L 4X4 AT",Ford,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,,9.2,NULL
1739,"Volkswagen Polo Diesel Highline 1.2L",Volkswagen,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,,5.7,NULL
1740,"Mahindra TUV 300 2015-2019 mHAWK100 T8",Mahindra,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100,7,,8.48,NULL
1741,"BMW X6 xDrive 40d",BMW,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306,4,,48,NULL
1742,"Renault Duster 110PS Diesel RxZ",Renault,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,,6.1,NULL
1743,"Maruti Wagon R LXI",Maruti,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5,4.74,2.75,41.9831223628692
1744,"Maruti Ertiga SHVS VDI",Maruti,Pune,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,,8,NULL
1745,"Maruti Alto LXi BSIII",Maruti,Jaipur,2010,73513,Petrol,Manual,First,19.7,796,46.3,5,,1.85,NULL
1746,"Maruti Wagon R AMT VXI Option",Maruti,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67,5,,3.85,NULL
1747,"Maruti Eeco 7 Seater Standard",Maruti,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73,7,4.98,4.74,4.819277108433739
1748,"Renault Duster 110PS Diesel RxL",Renault,Kochi,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,,5.63,NULL
1749,"Maruti Zen Estilo 1.1 LX BSIII",Maruti,Kochi,2011,25805,Petrol,Manual,First,18.2,1061,64,5,,2.62,NULL
1750,"Renault Duster Petrol RxL",Renault,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,,4.9,NULL
1751,"Honda Civic 2006-2010 1.8 S MT",Honda,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130,5,,2.65,NULL
1752,"Mahindra XUV500 W8 2WD",Mahindra,Delhi,2012,88000,Diesel,Manual,First,16,2179,140,7,,5.99,NULL
1753,"Mahindra Verito 1.5 D6 BSIV",Mahindra,Chennai,2011,110000,Diesel,Manual,Second,21,1461,64.1,5,,2.4,NULL
1754,"Renault KWID Climber 1.0 MT",Renault,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67,5,4.98,4.25,14.658634538152619
1755,"Porsche Cayenne Diesel",Porsche,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240,5,,40,NULL
1756,"Maruti Swift DDiS VDI",Maruti,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74,5,,2.7,NULL
1757,"Datsun GO T Option",Datsun,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198,67,5,,2.99,NULL
1758,"Hyundai i20 1.2 Magna",Hyundai,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80,5,,3.4,NULL
1759,"BMW 5 Series 2013-2017 520d Luxury Line",BMW,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190,5,,30.8,NULL
1760,"Maruti Ertiga ZDI",Maruti,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7,,5.85,NULL
1761,"Hyundai Grand i10 Magna",Hyundai,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82,5,,4,NULL
1762,"BMW 3 Series 330i",BMW,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996,254,5,,14.12,NULL
1763,"Chevrolet Cruze LTZ",Chevrolet,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5,,4.55,NULL
1764,"Mercedes-Benz M-Class ML 350 4Matic",Mercedes-Benz,Pune,2015,69000,Diesel,Automatic,First,0,2987,165,5,,38,NULL
1765,"Maruti Ritz LDi",Maruti,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5,,2.9,NULL
1766,"Mercedes-Benz New C-Class C 200 Kompressor Elegance AT",Mercedes-Benz,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796,186,5,,6,NULL
1767,"Hyundai i20 1.2 Magna Executive",Hyundai,Kochi,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5,,6.95,NULL
1768,"Hyundai EON 1.0 Kappa Magna Plus Optional",Hyundai,Kolkata,2014,9759,Petrol,Manual,First,20.3,998,68.05,5,,2.75,NULL
1769,"Maruti Swift VDI",Maruti,Pune,2014,75216,Diesel,Manual,First,22.9,1248,74,5,,5.1,NULL
1770,"Hyundai i20 Sportz 1.2",Hyundai,Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,,6.75,NULL
1771,"Maruti Ritz ZXi",Maruti,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,,3.69,NULL
1772,"Maruti Swift VDI",Maruti,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74,5,,5.45,NULL
1773,"Honda WRV i-VTEC VX",Honda,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5,10.57,9.29,12.109744560075697
